,A1, A2, A3, A4, A5, A6, A7, A8, A9,y
2344,81,0,84,0,-12,1,3,97,94,0
2345,85,2,88,2,-2,0,3,91,88,0
2346,85,0,88,0,2,3,3,86,82,0
2347,83,0,86,0,-4,-11,4,92,88,0
2348,80,0,84,1,-20,0,4,105,100,0
2349,82,0,86,0,-6,0,3,94,90,0
2350,85,0,88,0,6,21,3,83,80,0
2351,82,1,86,-1,-10,6,3,96,92,0
2352,76,1,81,-3,-42,-1,5,125,120,0
2353,81,0,84,0,-12,5,3,97,94,0
2354,79,0,84,6,-42,-16,4,128,124,0
2355,78,0,83,2,-46,0,4,129,124,0
2356,85,0,88,4,6,2,3,83,80,0
2357,81,1,84,0,-18,-26,3,103,100,0
2358,84,3,88,0,6,0,4,83,78,0
2359,84,-5,88,0,6,0,4,83,78,0
2360,82,-2,86,0,-40,2,5,128,124,0
2361,84,0,87,-3,0,0,3,87,84,0
2362,78,0,83,7,-46,0,4,129,124,0
2363,79,-1,84,0,-42,0,4,128,124,0
2364,82,0,86,0,-40,5,5,128,124,0
2365,81,0,85,0,-40,2,4,126,122,0
2366,103,2,104,0,70,0,1,35,34,0
2367,102,0,102,0,70,-15,1,33,32,0
2368,81,0,84,0,-20,-16,4,105,102,0
2369,81,0,84,0,-14,-28,3,100,96,0
2370,108,4,109,0,72,9,1,36,36,0
2371,79,0,83,-7,-32,-27,4,117,112,0
2372,82,0,87,3,-40,1,5,128,124,0
2373,85,0,88,0,6,24,3,83,80,0
2374,85,-3,88,0,2,2,3,86,82,0
2375,82,0,86,0,-2,20,3,88,84,0
2376,85,-2,89,0,6,26,4,84,80,0
2377,77,-1,81,0,-40,37,4,123,118,0
2378,76,0,81,0,-42,0,4,125,120,0
2379,102,0,102,0,70,-3,1,33,32,0
2380,81,0,84,0,-14,-12,3,99,96,0
2381,105,-3,106,-7,70,0,1,36,34,0
2382,85,-1,89,0,2,-10,4,86,82,0
2383,85,0,88,0,-2,-4,3,91,88,0
2384,102,2,104,2,72,9,1,31,30,0
2385,106,5,107,2,70,0,1,37,36,0
2386,79,0,83,0,-42,4,4,127,122,0
2387,77,0,81,0,-40,5,4,123,118,0
2388,82,0,86,-1,-42,-25,4,130,126,0
2389,79,-4,83,0,-46,0,5,130,126,0
2390,79,0,83,-1,-40,4,4,125,120,0
2391,103,3,104,7,70,-27,1,35,34,0
2392,81,0,86,1,-22,22,4,109,104,0
2393,81,0,86,1,-24,-11,4,112,108,0
2394,81,3,84,0,-14,0,3,99,96,0
2395,76,0,81,0,-42,-6,5,125,120,0
2396,40,28,77,0,-22,0,38,101,64,1
2397,76,2,81,-7,-42,-2,5,125,120,0
2398,83,5,87,0,-40,1,4,128,124,0
2399,104,-5,105,-3,72,1,1,33,32,0
2400,80,0,84,0,-36,-13,4,120,116,0
2401,79,0,83,0,-28,3,4,112,108,0
2402,84,2,87,0,0,0,3,87,84,0
2403,77,0,81,0,-40,10,4,123,118,0
2404,81,0,84,0,-20,-14,4,105,102,0
2405,79,-13,83,-6,-32,-1520,4,117,112,0
2406,84,0,87,1,-2,0,3,90,86,0
2407,102,0,103,2,70,-5,1,33,32,0
2408,107,2,108,0,70,0,1,38,36,0
2409,101,0,102,2,70,-19,1,33,32,0
2410,71,4,75,0,-42,-7,3,119,116,0
2411,71,42,82,0,-42,-7,11,126,114,1
2412,79,0,83,-5,-32,-5,4,117,112,0
2413,105,0,106,0,72,0,1,34,32,0
2414,83,0,86,0,-6,-3,3,94,90,0
2415,82,0,86,0,-12,-5,3,99,96,0
2416,83,1,87,0,-40,0,4,128,124,0
2417,79,0,83,-2,-32,-2,4,117,112,0
2418,84,0,87,0,-2,0,3,90,86,0
2419,80,-1,84,-3,-40,5,4,125,122,0
2420,80,0,84,-1,-42,3,5,128,124,0
2421,82,0,86,8,-10,0,4,96,92,0
2422,86,4,89,0,8,8,3,81,78,0
2423,76,0,81,-7,-42,-14,5,125,120,0
2424,105,-3,107,0,70,0,1,37,36,0
2425,81,0,85,0,-24,-4,4,111,108,0
2426,76,5,80,3,-42,0,4,124,120,0
2427,104,-1,106,0,72,6,1,33,32,0
2428,76,2,81,8,-42,-14,5,125,120,0
2429,83,0,86,0,-4,31,3,92,88,0
2430,82,0,85,0,-6,13,3,93,90,0
2431,79,0,83,0,-30,1,4,114,110,0
2432,108,-3,109,0,72,4,1,36,36,0
2433,80,-1,84,0,-20,3,4,105,100,0
2434,82,3,86,0,-6,0,3,94,90,0
2435,84,0,87,5,-2,0,3,90,86,0
2436,79,1,84,1,-40,1,4,125,120,0
2437,81,1,84,0,-12,10,3,97,94,0
2438,82,0,86,5,-2,0,4,88,84,0
2439,104,-3,105,-2,70,-17,1,35,34,0
2440,83,0,86,0,-4,12,3,92,88,0
2441,81,-2,85,-5,-40,0,4,126,122,0
2442,84,5,88,0,-2,0,3,90,88,0
2443,102,0,103,2,70,-2,1,33,32,0
2444,81,0,86,0,-22,0,4,109,104,0
2445,81,0,85,3,-12,0,4,98,94,0
2446,79,0,83,1,-40,11,5,125,120,0
2447,104,0,106,0,72,6,1,33,32,0
2448,72,-17,77,-14,-42,-29,5,121,116,0
2449,79,0,83,0,-40,-9,4,125,120,0
2450,81,0,84,0,-14,8,3,100,96,0
2451,104,1,106,3,70,0,1,36,34,0
2452,106,3,107,1,70,0,1,37,36,0
2453,81,0,85,8,-12,2,4,98,94,0
2454,78,3,83,4,-42,-14,4,126,122,0
2455,105,-1,107,0,72,0,1,35,34,0
2456,81,2,85,4,-24,0,4,111,106,0
2457,84,0,88,0,-2,-18,3,90,88,0
2458,126,5075,77,0,20,-1,-48,56,104,0
2459,102,0,102,-3,70,-12,1,33,32,0
2460,85,0,88,0,2,26,3,86,82,0
2461,76,-4,81,-3,-42,-1,5,125,120,0
2462,82,0,85,0,-10,-16,3,95,92,0
2463,79,0,83,0,-38,3,4,122,118,0
2464,81,1,84,0,-14,0,3,99,96,0
2465,101,0,102,0,72,24,1,30,28,0
2466,86,7,89,0,8,15,3,81,78,0
2467,105,0,106,-3,70,-3,1,36,36,0
2468,107,0,108,0,72,5,1,36,34,0
2469,104,-1,105,-1,72,3,1,33,32,0
2470,102,0,102,-2,70,-4,1,33,32,0
2471,80,0,84,0,-32,13,4,117,114,0
2472,105,0,106,-4,70,-3,1,36,36,0
2473,102,-3,104,-1,70,-20,1,34,32,0
2474,83,-1,86,-2,-4,0,3,92,88,0
2475,82,1,86,0,-24,-27,4,112,108,0
2476,84,1,87,0,0,0,3,87,84,0
2477,80,0,84,0,-20,3,4,105,100,0
2478,85,1,88,1,-2,-3,3,91,88,0
2479,82,0,86,0,-6,0,4,94,90,0
2480,103,0,104,4,70,0,1,35,34,0
2481,73,7,77,5,-42,-3,4,121,118,0
2482,83,-3,87,1,-4,0,4,92,88,0
2483,104,-2,105,-1,70,0,1,35,34,0
2484,78,1,82,0,-42,-25,4,126,122,0
2485,82,0,85,-1,-4,-27,3,90,88,0
2486,85,2,88,0,6,7,3,83,80,0
2487,81,0,86,1,-22,20,4,109,104,0
2488,104,0,105,0,72,2,1,33,32,0
2489,76,0,81,1,-42,0,5,125,120,0
2490,104,1,105,2,70,0,1,35,34,0
2491,103,-2,104,0,70,-1,1,35,34,0
2492,102,0,102,-7,72,24,1,30,30,0
2493,105,5,106,1,70,0,1,36,36,0
2494,105,-1,107,0,70,0,1,37,36,0
2495,79,0,84,0,-36,-196,4,120,116,0
2496,81,0,84,0,-20,26,3,105,102,0
2497,80,0,84,-1,-28,-24,4,112,108,0
2498,108,3,109,0,72,7,1,36,36,0
2499,85,0,88,7,2,0,3,86,82,0
2500,81,0,84,0,-20,-17,4,105,102,0
2501,81,0,84,0,-14,-2,4,100,96,0
2502,80,-4,84,0,-42,0,5,128,124,0
2503,81,0,84,0,-20,16,4,105,102,0
2504,76,0,81,0,-42,-20,5,125,120,0
2505,82,0,86,0,-10,10,3,96,92,0
2506,106,0,107,0,72,0,1,35,34,0
2507,76,-1,81,0,-42,-3,5,125,120,0
2508,84,-2,88,0,0,0,4,88,84,0
2509,77,4,81,3,-40,10,4,123,118,0
2510,84,0,86,-1,-2,0,3,89,86,0
2511,73,8,77,9,-42,-4,4,121,116,0
2512,102,0,102,-5,70,-10,1,33,32,0
2513,105,0,107,2,70,0,1,37,36,0
2514,85,0,88,0,0,-1,3,88,86,0
2515,79,0,83,0,-42,21,4,127,122,0
2516,74,5,79,10,-42,0,4,123,118,0
2517,82,0,86,0,-40,16,4,128,124,0
2518,80,0,84,6,-36,29,5,121,116,0
2519,79,0,83,-1,-40,7,4,124,120,0
2520,81,5,85,0,-12,0,4,98,94,0
2521,107,5,108,1,72,6,1,36,34,0
2522,82,0,85,0,-6,5,3,93,90,0
2523,86,2,89,0,8,4,3,81,78,0
2524,80,0,84,5,-42,0,5,128,124,0
2525,105,-1,106,-4,70,-5,1,36,36,0
2526,104,0,106,0,72,2,1,33,32,0
2527,80,0,84,0,-36,0,4,120,116,0
2528,81,0,86,0,-22,15,4,109,104,0
2529,84,2,87,2,-4,0,3,92,88,0
2530,101,0,102,0,72,8,1,29,28,0
2531,78,1,82,3,-42,0,4,126,122,0
2532,106,-1,108,0,72,3,1,35,34,0
2533,107,1,109,5,72,1,2,36,34,0
2534,102,2,103,1,72,29,1,31,30,0
2535,79,2,83,0,-46,0,4,129,126,0
2536,83,0,87,7,-6,-18,4,95,90,0
2537,82,0,86,8,-10,14,4,97,92,0
2538,105,-4,106,0,72,6,1,34,32,0
2539,85,-7,89,0,8,0,4,81,78,0
2540,82,3,86,-2,-10,14,3,96,92,0
2541,79,2,83,0,-40,15,4,124,120,0
2542,82,0,86,0,-4,-10,3,91,88,0
2543,102,0,103,2,72,30,1,31,30,0
2544,102,0,103,0,70,-26,1,33,32,0
2545,83,0,86,0,-6,0,3,94,90,0
2546,76,3,80,2,-42,0,4,124,120,0
2547,102,0,104,0,70,-10,1,34,32,0
2548,85,-2,89,0,2,-4,4,86,82,0
2549,79,0,83,0,-42,1,4,127,122,0
2550,80,0,84,0,-24,14,4,110,106,0
2551,102,-5,104,-2,72,16,1,31,30,0
2552,106,-1,107,-6,70,0,1,37,36,0
2553,80,-1,84,-1,-42,4,5,128,124,0
2554,82,0,86,3,-10,-30,4,96,92,0
2555,82,0,86,0,-12,-28,3,99,96,0
2556,83,0,86,0,-2,0,3,88,86,0
2557,80,0,84,0,-38,0,4,123,118,0
2558,79,-5,83,0,-40,0,4,125,120,0
2559,106,0,107,0,72,7,1,35,34,0
2560,105,-1,106,-3,70,-4,1,36,36,0
2561,81,4,84,0,-24,0,3,110,106,0
2562,80,0,84,-5,-20,0,4,105,100,0
2563,84,0,87,-5,0,1,3,87,84,0
2564,80,1,84,0,-24,26,4,110,106,0
2565,80,0,84,0,-24,24,4,110,106,0
2566,82,0,86,5,-6,2,4,94,90,0
2567,76,0,81,5,-42,-25,5,125,120,0
2568,51,23,77,0,28,0,26,48,22,1
2569,79,0,83,0,-38,13,4,122,118,0
2570,81,5,85,0,-24,0,4,111,108,0
2571,85,-5,88,0,0,-2,3,88,84,0
2572,85,0,88,0,0,-30,3,88,84,0
2573,79,0,83,0,-42,16,4,127,122,0
2574,105,0,107,3,70,0,1,37,36,0
2575,81,0,84,0,-18,-15,3,103,100,0
2576,82,-1,86,0,-4,-8,3,91,88,0
2577,79,0,83,5,-46,0,5,130,126,0
2578,82,-1,86,-3,-40,0,4,128,124,0
2579,82,2,86,0,-22,12,4,109,106,0
2580,85,0,88,-14,0,0,3,88,84,0
2581,79,0,83,0,-30,-13,4,114,110,0
2582,102,0,103,1,70,-9,1,33,32,0
2583,81,0,86,0,-24,-15,4,112,108,0
2584,82,0,86,0,-12,-1,3,99,96,0
2585,83,-1,87,6,-4,0,4,92,88,0
2586,105,0,106,0,72,0,1,34,34,0
2587,79,0,84,6,-38,0,4,123,118,0
2588,101,0,102,0,72,15,1,30,28,0
2589,83,0,86,0,-4,-2,4,92,88,0
2590,79,0,84,3,-42,-8,4,128,124,0
2591,84,0,87,0,0,3,3,87,84,0
2592,78,0,81,-2,-40,0,4,123,120,0
2593,85,0,88,-1,2,0,3,85,82,0
2594,85,0,88,0,0,-15,3,88,86,0
2595,78,0,82,-4,-40,0,4,123,120,0
2596,82,0,86,1,-6,2,4,94,90,0
2597,42,23,77,0,28,0,34,48,14,1
2598,82,0,86,0,-4,-14,3,91,88,0
2599,80,0,84,0,-36,-2,4,120,116,0
2600,82,0,86,0,-22,6,4,109,106,0
2601,102,3,103,2,70,-22,1,33,32,0
2602,78,1,83,1,-40,13,4,124,120,0
2603,83,0,86,8,-2,0,4,89,86,0
2604,71,1,75,4,-42,-9,4,119,114,0
2605,79,0,83,0,-46,-2,4,130,126,0
2606,104,4,106,5,72,7,1,33,32,0
2607,121,962,106,-2,34,-3,-15,72,88,0
2608,102,3,102,1,72,14,1,30,30,0
2609,83,3,86,0,-2,0,3,88,86,0
2610,82,0,85,0,-10,-18,3,95,92,0
2611,103,5,104,1,72,6,1,31,30,0
2612,85,-2,89,0,2,-6,4,86,82,0
2613,83,0,86,0,-4,-4,4,92,88,0
2614,85,0,89,0,6,30,4,84,80,0
2615,106,1,108,4,70,0,2,38,36,0
2616,83,0,87,0,-40,5,4,128,124,0
2617,74,-11,79,-9,-40,5,4,120,116,0
2618,102,2,103,2,72,13,1,31,30,0
2619,76,1,81,1,-42,-19,5,125,120,0
2620,101,0,102,0,70,-20,1,32,32,0
2621,80,0,84,0,-40,26,4,125,122,0
2622,83,0,86,-2,-4,2,3,92,88,0
2623,81,0,84,0,-18,2,4,103,98,0
2624,102,0,102,-5,70,-11,1,33,32,0
2625,79,-1,83,0,-32,132,4,117,112,0
2626,81,0,84,0,-22,-10,4,108,104,0
2627,79,5,83,0,-46,0,4,129,126,0
2628,79,0,84,0,-42,-24,4,128,124,0
2629,82,0,86,0,-10,29,3,96,92,0
2630,77,-4,81,0,-40,91,4,123,118,0
2631,105,3,106,1,72,5,1,33,32,0
2632,81,4,85,8,-24,0,4,111,106,0
2633,78,1,83,1,-42,-22,4,126,122,0
2634,107,-2,108,0,70,0,1,38,36,0
2635,85,0,88,-1,6,23,3,83,80,0
2636,80,0,84,8,-24,8,4,110,106,0
2637,79,0,83,0,-40,-10,4,125,120,0
2638,72,3,76,7,-40,29,4,117,114,0
2639,84,0,87,0,0,2,3,87,84,0
2640,103,6,104,3,72,5,1,32,30,0
2641,79,0,84,0,-36,-1471,4,120,116,0
2642,105,5,106,2,72,8,1,33,32,0
2643,78,-2,83,0,-40,2,4,124,120,0
2644,86,4,89,0,8,0,3,81,78,0
2645,106,-4,108,0,72,11,1,35,34,0
2646,105,-5,106,0,70,0,1,36,36,0
2647,106,6,108,4,72,10,1,35,34,0
2648,81,0,84,0,-14,26,3,100,96,0
2649,84,1,88,0,0,3,3,88,84,0
2650,77,5,81,4,-40,12,4,123,118,0
2651,84,-4,88,0,6,0,4,83,78,0
2652,76,0,80,-1,-42,-11,4,124,120,0
2653,76,1,80,0,-40,0,4,121,118,0
2654,82,0,86,0,-22,7,4,109,106,0
2655,84,0,87,-2,0,0,3,87,84,0
2656,85,2,88,0,0,-30,3,88,86,0
2657,50,23,77,0,-22,0,27,101,74,1
2658,79,0,83,0,-38,7,4,122,118,0
2659,86,4,89,0,2,-8,3,86,84,0
2660,81,0,86,3,-40,3,5,127,122,0
2661,79,0,83,-1,-42,-29,4,126,122,0
2662,85,0,88,0,6,4,3,83,80,0
2663,87,1,89,0,8,0,2,81,80,0
2664,79,1,83,0,-40,9,4,125,120,0
2665,76,0,81,0,-42,-3,5,125,120,0
2666,102,-1,103,-2,72,22,1,31,30,0
2667,104,-1,105,0,72,9,1,33,32,0
2668,71,-4,75,-2,-42,-16,4,119,114,0
2669,84,0,88,0,0,24,3,88,84,0
2670,76,0,80,-1,-42,-13,4,124,120,0
2671,105,-14,108,0,70,0,3,38,34,0
2672,104,4,106,4,70,0,1,36,34,0
2673,85,0,88,3,2,0,3,86,82,0
2674,71,1,75,0,-42,-5,4,119,114,0
2675,80,5,84,1,-38,-20,4,123,118,0
2676,84,0,88,0,-2,-10,3,90,88,0
2677,80,0,84,0,-24,11,4,110,106,0
2678,102,0,102,0,70,-6,1,33,32,0
2679,76,0,81,0,-40,25,5,123,118,0
2680,105,-2,107,0,72,0,1,35,34,0
2681,84,4,88,0,6,0,4,83,78,0
2682,81,-1,84,0,-14,3,4,100,96,0
2683,86,3,89,0,2,0,3,86,84,0
2684,81,0,84,0,-14,1,4,100,96,0
2685,81,-1,84,0,-14,5,4,100,96,0
2686,85,0,89,2,2,0,4,86,82,0
2687,101,0,102,0,72,7,1,29,28,0
2688,79,0,84,4,-38,0,4,123,118,0
2689,104,0,105,0,70,-14,1,35,34,0
2690,84,0,88,0,0,5,4,88,84,0
2691,104,4,105,8,70,0,1,35,34,0
2692,104,3,105,4,70,0,1,35,34,0
2693,85,-1,89,0,2,-4,4,86,82,0
2694,86,-3,89,0,8,0,3,81,78,0
2695,83,0,86,0,-6,-13,3,94,90,0
2696,83,0,87,8,-4,10,4,92,88,0
2697,83,0,86,0,-2,26,4,89,86,0
2698,82,5,86,0,-12,0,3,99,96,0
2699,77,0,81,6,-42,0,4,125,120,0
2700,80,0,84,0,-32,4,4,117,114,0
2701,80,0,84,0,-20,2,4,105,100,0
2702,83,0,86,0,-4,-13,3,92,88,0
2703,79,0,83,0,-30,-11,4,114,110,0
2704,83,0,86,-1,-6,-30,3,94,90,0
2705,85,0,88,0,2,15,3,86,82,0
2706,82,0,86,-1,-40,0,4,128,124,0
2707,83,0,86,0,-4,15,3,92,88,0
2708,84,0,88,6,-2,0,4,90,86,0
2709,81,0,86,5,-40,5,5,127,122,0
2710,80,0,84,-1,-38,-6,4,123,118,0
2711,80,-3,84,-3,-42,9,5,128,124,0
2712,83,0,86,0,-4,30,3,92,88,0
2713,107,0,108,-3,70,0,1,38,36,0
2714,102,0,103,5,70,-10,1,33,32,0
2715,106,0,108,0,72,2,1,35,34,0
2716,106,0,108,-2,70,-2,1,38,36,0
2717,79,-3,83,0,-46,0,5,130,126,0
2718,82,0,85,-1,-2,9,3,88,84,0
2719,83,1,88,0,6,0,5,83,78,0
2720,104,0,104,-7,70,0,1,35,34,0
2721,107,0,108,-2,72,8,1,35,34,0
2722,81,5,84,2,-20,0,4,105,102,0
2723,84,0,88,-1,6,-5,5,83,78,0
2724,76,3,81,2,-40,9,5,122,118,0
2725,83,0,86,0,-2,31,3,89,86,0
2726,102,0,102,-3,72,11,1,30,30,0
2727,79,0,83,0,-46,-12,4,130,126,0
2728,81,0,84,0,-14,17,3,100,96,0
2729,80,0,84,0,-32,20,4,117,114,0
2730,76,0,80,-2,-42,-8,4,124,120,0
2731,82,0,85,0,-6,8,3,93,90,0
2732,101,-1,102,0,70,-2,1,33,32,0
2733,79,0,83,0,-46,-21,4,130,126,0
2734,80,-2,84,-3,-42,-24,4,128,124,0
2735,80,2,84,0,-40,4,4,126,122,0
2736,76,2,81,0,-40,20,4,122,118,0
2737,83,0,86,0,-4,27,3,92,88,0
2738,76,0,81,4,-40,0,5,122,118,0
2739,77,2,81,0,-42,0,4,125,120,0
2740,85,0,88,-5,6,2,3,83,80,0
2741,80,5,84,1,-40,9,4,126,122,0
2742,85,0,88,0,0,-18,3,88,86,0
2743,82,0,85,0,-10,-23,3,95,92,0
2744,79,2,83,0,-46,0,4,130,126,0
2745,80,3,84,0,-38,-21,4,123,118,0
2746,84,0,88,0,-2,0,3,90,88,0
2747,81,0,86,5,-24,-6,4,112,108,0
2748,84,-4,88,0,2,0,3,85,82,0
2749,81,0,84,0,-20,17,4,105,102,0
2750,79,1,83,0,-46,0,4,129,126,0
2751,84,-3,88,0,0,1,4,88,84,0
2752,107,0,108,-2,70,0,1,38,36,0
2753,123,136,105,0,36,-1,-18,69,86,0
2754,81,0,84,0,-14,-10,3,99,96,0
2755,84,0,87,0,-4,0,3,92,88,0
2756,79,0,83,2,-42,0,5,127,122,0
2757,72,8,76,5,-42,-8,4,120,116,0
2758,75,2,79,1,-42,0,4,123,118,0
2759,106,0,107,-3,70,0,1,37,36,0
2760,74,11,78,12,-42,-2,4,122,118,0
2761,80,4,84,1,-40,7,4,126,122,0
2762,85,1,88,0,0,0,3,88,86,0
2763,79,0,83,0,-38,1,4,122,118,0
2764,82,0,86,1,-6,0,4,94,90,0
2765,79,0,84,8,-42,-21,4,128,124,0
2766,85,0,88,-5,6,0,3,83,80,0
2767,81,-4,86,-4,-40,0,4,127,122,0
2768,42,22,77,0,28,0,35,48,14,1
2769,105,-4,106,0,70,0,1,36,36,0
2770,85,0,89,6,2,0,4,86,82,0
2771,81,0,84,0,-18,4,4,103,98,0
2772,81,0,84,0,-24,0,4,110,106,0
2773,81,-1,84,0,-12,17,4,97,94,0
2774,49,31,77,0,-22,0,28,101,72,1
2775,83,0,86,0,-4,-3,4,92,88,0
2776,81,0,84,0,-14,5,3,100,96,0
2777,105,5,106,0,70,0,1,36,36,0
2778,101,0,102,1,70,-15,1,33,32,0
2779,73,-13,77,-13,-40,2,4,119,114,0
2780,82,0,86,0,-2,14,3,88,84,0
2781,104,-2,105,-1,72,5,1,33,32,0
2782,85,4,88,0,6,0,3,83,80,0
2783,79,0,83,0,-38,31,4,122,118,0
2784,78,-1,82,0,-40,0,4,123,120,0
2785,84,4,86,0,-2,0,3,89,86,0
2786,80,3,84,0,-40,5,4,125,122,0
2787,81,1,84,0,-14,-4,3,99,96,0
2788,82,0,87,2,-42,-30,5,131,126,0
2789,107,-5,108,0,70,0,1,38,36,0
2790,80,3,84,0,-28,-10,4,112,108,0
2791,84,0,88,0,0,15,3,88,84,0
2792,80,4,84,0,-28,-13,4,112,108,0
2793,82,0,85,0,-10,0,3,95,92,0
2794,116,4501,106,-2,30,47,-10,75,84,0
2795,105,0,106,-1,72,1,1,33,32,0
2796,77,2,82,6,-40,15,5,123,118,0
2797,102,0,102,-7,70,-6,1,33,32,0
2798,85,0,88,-2,6,-7,3,83,80,0
2799,79,0,83,0,-38,20,4,122,118,0
2800,79,1,83,0,-42,0,4,127,122,0
2801,80,0,84,0,-42,-9,4,128,124,0
2802,105,0,106,-7,72,5,1,33,32,0
2803,83,0,87,6,-4,0,4,92,88,0
2804,78,0,83,6,-46,0,4,129,124,0
2805,83,0,87,0,-40,1,4,128,124,0
2806,80,0,84,-2,-20,0,4,105,100,0
2807,86,5,89,0,6,28,3,84,80,0
2808,82,4,86,0,-22,0,4,109,106,0
2809,80,-2,84,0,-42,0,5,128,124,0
2810,82,0,86,6,-12,0,4,99,94,0
2811,103,-2,104,0,70,0,1,35,34,0
2812,76,-5,81,0,-40,0,5,122,118,0
2813,81,0,84,-1,-14,0,3,99,96,0
2814,104,-3,105,0,72,2,1,33,32,0
2815,84,0,88,-2,0,24,3,88,84,0
2816,107,0,108,-7,70,-24,1,38,36,0
2817,85,0,88,6,2,0,3,86,82,0
2818,83,-1,86,0,-4,-8,4,92,88,0
2819,78,1,83,1,-40,10,4,124,120,0
2820,102,0,103,1,72,26,1,31,30,0
2821,76,-3,81,-2,-40,30,5,123,118,0
2822,82,3,86,0,-22,0,4,109,106,0
2823,104,0,106,0,72,9,1,33,32,0
2824,74,5,78,6,-42,-1,4,122,118,0
2825,82,0,86,0,-40,2,5,128,124,0
2826,108,-1,109,0,70,-28,1,39,38,0
2827,48,45,77,0,-22,0,29,101,72,1
2828,107,4,108,1,72,5,1,36,34,0
2829,79,0,83,0,-30,0,4,114,110,0
2830,83,2,86,6,-6,0,4,94,90,0
2831,101,3,102,0,70,-18,1,32,32,0
2832,78,-4,82,0,-46,0,4,128,124,0
2833,79,0,83,-1,-42,0,4,126,122,0
2834,76,-2,81,0,-40,0,4,122,118,0
2835,105,-1,106,-5,70,-6,1,36,36,0
2836,105,-4,106,-6,72,3,1,33,32,0
2837,85,0,88,0,2,-14,3,86,82,0
2838,79,0,83,0,-42,0,4,127,122,0
2839,85,0,89,5,2,0,4,86,82,0
2840,82,0,86,1,-40,2,5,128,124,0
2841,80,0,84,0,-28,-8,4,112,108,0
2842,78,-3,82,0,-46,0,4,128,124,0
2843,82,0,86,0,-42,-23,4,130,126,0
2844,84,3,87,0,-2,0,3,90,86,0
2845,76,4,81,2,-40,12,5,122,118,0
2846,85,0,88,-3,2,0,3,85,82,0
2847,101,4,102,0,70,-19,1,32,32,0
2848,106,0,107,0,72,2,1,35,34,0
2849,77,4,81,0,-40,0,4,123,118,0
2850,79,-4,83,-2,-32,509,4,117,112,0
2851,81,-2,86,0,-22,0,4,109,104,0
2852,86,2,89,0,2,-2,3,86,84,0
2853,104,0,105,-4,70,-24,1,35,34,0
2854,104,0,104,-6,70,0,1,35,34,0
2855,101,1,102,5,72,8,1,30,28,0
2856,83,0,86,-4,-4,-12,3,91,88,0
2857,84,0,88,0,-2,-8,3,90,88,0
2858,101,0,102,0,72,12,1,30,28,0
2859,102,0,102,-1,70,-7,1,33,32,0
2860,105,0,106,0,70,0,2,36,34,0
2861,102,-2,104,0,72,12,1,31,30,0
2862,82,0,87,4,-40,1,5,128,124,0
2863,87,2,89,0,8,0,2,81,80,0
2864,85,0,89,0,2,-6,4,86,82,0
2865,80,4,84,0,-42,-20,4,128,124,0
2866,84,1,88,0,-2,0,3,90,88,0
2867,71,-5,75,-8,-40,2,4,116,112,0
2868,87,0,89,0,8,0,2,81,80,0
2869,80,0,84,-2,-36,0,4,120,116,0
2870,82,0,86,-1,-10,15,3,96,92,0
2871,81,0,84,0,-20,-13,4,105,102,0
2872,83,0,87,0,-40,8,4,128,124,0
2873,79,0,83,0,-38,0,4,122,118,0
2874,85,3,88,-2,-2,0,3,90,88,0
2875,106,1,108,0,70,0,1,38,36,0
2876,106,5,108,3,70,0,1,38,36,0
2877,102,0,102,-2,70,-10,1,33,32,0
2878,80,3,83,-2,-28,0,3,112,108,0
2879,78,0,81,-3,-40,0,4,123,120,0
2880,102,0,103,0,70,-7,1,33,32,0
2881,82,-5,86,-2,-4,-17,3,91,88,0
2882,81,-1,85,0,-40,2,4,126,122,0
2883,85,0,88,0,2,-16,3,86,82,0
2884,85,0,88,0,0,-23,3,88,86,0
2885,105,1,108,0,70,0,2,38,36,0
2886,80,-1,84,1,-20,0,4,105,100,0
2887,71,2,75,1,-42,-11,4,119,114,0
2888,83,0,86,0,-6,-14,3,94,90,0
2889,76,4,82,0,-42,-6,5,126,120,0
2890,81,0,84,-5,-14,0,3,99,96,0
2891,103,-5,104,-1,70,0,1,35,34,0
2892,79,0,83,0,-32,22,4,117,112,0
2893,81,5,85,2,-40,3,4,126,122,0
2894,104,2,105,0,70,-29,1,35,34,0
2895,82,3,85,0,-12,0,3,98,94,0
2896,79,2,83,0,-42,0,4,126,122,0
2897,78,1,81,0,-40,177,4,123,120,0
2898,77,-2,81,0,-40,47,4,123,118,0
2899,50,22,77,0,28,0,26,48,22,1
2900,82,0,85,0,-6,24,3,93,90,0
2901,79,-1,83,0,-30,0,4,114,110,0
2902,102,0,103,2,70,-4,1,33,32,0
2903,82,0,86,0,-12,0,3,99,96,0
2904,79,-1,83,-7,-40,0,4,125,120,0
2905,82,0,86,8,-6,7,4,94,90,0
2906,79,2,83,0,-40,11,4,125,120,0
2907,79,0,84,3,-42,-6,4,128,124,0
2908,107,-1,108,0,72,1,1,36,34,0
2909,81,-5,84,0,-14,5,4,100,96,0
2910,81,-1,85,0,-12,0,4,98,94,0
2911,103,2,104,0,70,0,1,34,34,0
2912,106,-2,108,0,72,7,1,35,34,0
2913,79,0,83,0,-32,68,4,117,112,0
2914,83,-3,87,3,-4,0,4,92,88,0
2915,83,-2,86,0,-4,-11,4,92,88,0
2916,102,0,103,0,70,-20,1,33,32,0
2917,82,3,86,6,-40,1,5,128,124,0
