,FixedAcidity, VolatileAcidity, CitricAcid, ResidualSugar, Chlorides, FreeSulfurDioxide, TotalSulfurDioxide, Density, PH, Sulphates, Alcohol,y
1249,6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,0
1250,6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,0
1251,7.3,0.33,0.22,1.4,0.041,40,177,0.99287,3.14,0.48,9.9,0
1252,7.3,0.34,0.22,1.4,0.044,43,176,0.99286,3.14,0.46,9.9,0
1253,6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,0
1254,6.3,0.24,0.29,1.6,0.052,48,185,0.9934,3.21,0.5,9.4,0
1255,6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3,0
1256,6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3,0
1257,6.5,0.43,0.18,13.15,0.032,25,131,0.99565,3.23,0.51,10.7,0
1258,6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,0
1259,6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,0
1260,6.1,0.17,0.21,1.9,0.09,44,130,0.99255,3.07,0.41,9.7,0
1261,5.5,0.28,0.21,1.6,0.032,23,85,0.99027,3.42,0.42,12.5,0
1262,6.9,0.38,0.28,8.3,0.062,22,166,0.99506,3.16,0.72,10.6,0
1263,6.1,0.28,0.27,8,0.048,41,162,0.99498,3.21,0.51,9.9,0
1264,6.5,0.36,0.16,1.3,0.054,11,107,0.99398,3.19,0.39,8.5,0
1265,7.4,0.37,0.26,9.6,0.05,33,134,0.99608,3.13,0.46,10.4,0
1266,6.2,0.3,0.32,1.2,0.052,32,185,0.99266,3.28,0.44,10.1,0
1267,8,0.25,0.35,1.1,0.054,13,136,0.99366,3.08,0.55,9.5,0
1268,6.6,0.21,0.34,5.6,0.046,30,140,0.99299,3.22,0.38,11,0
1269,6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10,0
1270,6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10,0
1271,5.3,0.23,0.56,0.9,0.041,46,141,0.99119,3.16,0.62,9.7,0
1272,7.6,0.4,0.27,1.2,0.053,23,193,0.99164,3.22,0.38,11.6,0
1273,7.4,0.28,0.5,12.1,0.049,48,122,0.9973,3.01,0.44,9,0
1274,6.3,0.17,0.23,5.7,0.048,44,147,0.99382,3.08,0.54,10,0
1275,6.3,0.18,0.22,5.6,0.047,45,147,0.99383,3.09,0.54,10,0
1276,6.7,0.31,0.34,6.8,0.059,51,215,0.99538,3.33,0.56,10.3,0
1277,6.6,0.33,0.32,15.6,0.054,62,227,0.99734,3.25,0.56,10.4,0
1278,7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,0
1279,7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,0
1280,5.9,0.26,0.24,2.4,0.046,27,132,0.99234,3.63,0.73,11.3,0
1281,7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,0
1282,7.6,0.48,0.31,9.4,0.046,6,194,0.99714,3.07,0.61,9.4,0
1283,6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5,0
1284,6.2,0.32,0.5,6.5,0.048,61,186,0.9948,3.19,0.45,9.6,0
1285,6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5,0
1286,6.3,0.34,0.52,6.3,0.047,63,186,0.99481,3.18,0.44,9.6,0
1287,7.2,0.26,0.38,1.5,0.061,12,120,0.99192,3.18,0.46,10.4,0
1288,7,0.31,0.35,1.6,0.063,13,119,0.99184,3.22,0.5,10.7,0
1289,6.6,0.22,0.37,1.6,0.04,31,101,0.99009,3.15,0.66,12,0
1290,7.1,0.34,0.86,1.4,0.174,36,99,0.99288,2.92,0.5,9.3,0
1291,6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4,0
1292,6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4,0
1293,7.6,0.27,0.32,1.2,0.043,23,72,0.99236,3.06,0.68,10.5,0
1294,6.4,0.21,0.21,5.1,0.097,21,105,0.9939,3.07,0.46,9.6,0
1295,7.8,0.27,0.35,1.2,0.05,36,140,0.99138,3.09,0.45,11.2,0
1296,6.3,0.3,0.48,7.4,0.053,34,149,0.99472,3.18,0.53,9.8,0
1297,7.9,0.36,0.53,12.9,0.049,63,139,0.99792,2.94,0.45,9.1,0
1298,6.2,0.3,0.32,1.3,0.054,27,183,0.99266,3.3,0.43,10.1,0
1299,7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,0
1300,7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,0
1301,7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,0
1302,7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,0
1303,6.2,0.345,0.27,10.1,0.056,38,187,0.99486,3.31,0.56,10.6,0
1304,6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,0
1305,6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,0
1306,7.5,0.23,0.3,1.2,0.03,27,80,0.99192,3.05,0.68,10.5,0
1307,6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,0
1308,7.6,0.36,0.48,13.5,0.038,44,116,0.9982,3.04,0.48,9.2,0
1309,7.6,0.35,0.47,13.3,0.037,42,116,0.99822,3.04,0.5,9.2,0
1310,7.5,0.29,0.24,9.9,0.058,25,115,0.99567,3.15,0.46,10.9,0
1311,6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,0
1312,6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,0
1313,5.8,0.32,0.23,1.5,0.033,39,121,0.9887,2.96,0.35,12,0
1314,7.1,0.46,0.23,13.7,0.045,44,192,0.9981,3.11,0.53,9.4,0
1315,6.9,0.42,0.2,15.4,0.043,57,201,0.99848,3.08,0.54,9.4,0
1316,7.2,0.22,0.35,5.5,0.054,37,183,0.99474,3.08,0.5,10.3,0
1317,5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,0
1318,5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,0
1319,7.6,0.28,0.17,1.6,0.046,28,117,0.99288,3.08,0.43,10,0
1320,5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,0
1321,7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,0
1322,7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,0
1323,7.4,0.22,0.28,9,0.046,22,121,0.99468,3.1,0.55,10.8,0
1324,7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,0
1325,6.4,0.29,0.3,6.5,0.209,62,156,0.99478,3.1,0.4,9.4,0
1326,7.2,0.34,0.23,8.9,0.105,22,155,0.99692,3.01,0.58,9.5,0
1327,7.1,0.23,0.28,1.9,0.046,33,103,0.98997,3.12,0.31,12,0
1328,7.2,0.585,0.2,10.4,0.086,17,94,0.99681,3.13,0.4,9.4,0
1329,6.4,0.26,0.35,7.7,0.056,45,191,0.99527,3.16,0.5,9.5,0
1330,6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,0
1331,7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,0
1332,6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,0
1333,6.4,0.42,0.19,9.3,0.043,28,145,0.99433,3.23,0.53,10.98,0
1334,6.4,0.23,0.26,8.1,0.054,47,181,0.9954,3.12,0.49,9.4,0
1335,6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,0
1336,7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,0
1337,7.2,0.34,0.28,10.4,0.108,43,187,0.99738,2.96,0.57,9.4,0
1338,7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7,0
1339,6.2,0.29,0.29,5.6,0.046,35,178,0.99313,3.25,0.51,10.5333333333333,0
1340,6.5,0.23,0.2,7.5,0.05,44,179,0.99504,3.18,0.48,9.53333333333333,0
1341,7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7,0
1342,7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,0
1343,6.3,0.19,0.33,10.1,0.063,63,133,0.99561,2.86,0.41,9.1,0
1344,7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,0
1345,6.5,0.22,0.19,4.5,0.096,16,115,0.9937,3.02,0.44,9.6,0
1346,7,0.23,0.28,2.7,0.053,16,92,0.99372,3.18,0.56,9.3,0
1347,6.4,0.35,0.21,2.1,0.051,46,171,0.9932,3.16,0.5,9.5,0
1348,6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,0
1349,6.5,0.315,0.2,6.6,0.041,9,126,0.99494,2.94,0.51,8.8,0
1350,6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,0
1351,6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,0
1352,6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,0
1353,6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,0
1354,7.3,0.22,0.37,15.5,0.048,70,203,0.99899,3.25,0.77,9.4,0
1355,6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,0
1356,6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,0
1357,7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,0
1358,7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,0
1359,7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,0
1360,6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,0
1361,7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,0
1362,5.2,0.22,0.46,6.2,0.066,41,187,0.99362,3.19,0.42,9.73333333333333,0
1363,5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,0
1364,5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,0
1365,5.7,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,0
1366,5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.73333333333333,0
1367,6.3,0.305,0.22,16,0.061,26,141,0.99824,3.08,0.5,9.1,0
1368,5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.75,0
1369,6.3,0.32,0.26,12.3,0.044,24,205,0.99611,3.11,0.58,9.9,0
1370,8.1,0.36,0.59,13.6,0.051,60,134,0.99886,2.96,0.39,8.7,0
1371,6.9,0.56,0.26,10.9,0.06,55,193,0.9969,3.21,0.44,9.4,0
1372,6.1,0.21,0.19,1.4,0.046,51,131,0.99184,3.22,0.39,10.5,0
1373,7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8,0
1374,6.7,0.34,0.31,16.4,0.051,20,146,0.99834,3.06,0.54,9.1,0
1375,6.7,0.34,0.31,16.4,0.051,20,146,0.99834,3.06,0.54,9.1,0
1376,7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8,0
1377,7.3,0.3,0.25,2.5,0.045,32,122,0.99329,3.18,0.54,10.3,0
1378,6.3,0.3,0.19,7.7,0.049,47,184,0.99514,3.22,0.48,9.5,0
1379,6.3,0.39,0.22,2.8,0.048,53,173,0.99304,3.24,0.45,9.8,0
1380,6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,0
1381,6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,0
1382,6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,0
1383,5.9,0.22,0.18,6.4,0.041,28,120,0.99403,3.27,0.5,9.9,0
1384,6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,0
1385,6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,0
1386,6.2,0.32,0.24,4.1,0.051,34,149,0.99306,3.36,0.52,11,0
1387,6.3,0.25,0.27,6.6,0.054,40,158,0.99378,3.2,0.48,10.3,0
1388,7,0.28,0.28,1.4,0.039,12,83,0.99173,3.18,0.65,11.1,0
1389,7.1,0.36,0.2,1.6,0.271,24,140,0.99356,3.11,0.63,9.8,0
1390,6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,0
1391,6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,0
1392,6,0.555,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1,0
1393,5.9,0.22,0.45,22.6,0.12,55,122,0.99636,3.1,0.35,12.8,0
1394,6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,0
1395,5.8,0.555,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1,0
1396,6.3,0.29,0.3,8.1,0.212,60,150,0.9958,3.1,0.4,9.3,0
1397,6.8,0.2,0.25,6.2,0.052,22,106,0.9935,3.09,0.54,10.8,0
1398,6.5,0.32,0.23,8.5,0.051,20,138,0.9943,3.03,0.42,10.7,0
1399,6.4,0.28,0.23,6,0.051,50,162,0.994,3.15,0.52,10.2,0
1400,5.1,0.305,0.13,1.75,0.036,17,73,0.99,3.4,0.51,12.3333333333333,0
1401,6.7,0.23,0.17,1.3,0.061,14,100,0.9925,3.07,0.55,9.5,0
1402,6.1,0.4,0.18,9,0.051,28.5,259,0.9964,3.19,0.5,8.8,0
1403,5.8,0.31,0.31,7.5,0.052,55,230,0.9949,3.19,0.46,9.8,0
1404,6.3,0.36,0.2,2,0.048,48,191,0.9929,3.17,0.51,9.6,0
1405,6.7,0.18,0.25,14.3,0.048,79,149,0.9975,3.12,0.37,9.7,0
1406,6.1,0.25,0.18,10.5,0.049,41,124,0.9963,3.14,0.35,10.5,0
1407,8.3,0.18,0.37,1.2,0.049,6,94,0.9937,3.18,0.52,10.1,0
1408,8.3,0.14,0.36,8.8,0.026,13,60,0.9956,3.13,0.35,11.05,0
1409,6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,0
1410,6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,0
1411,6.4,0.46,0.22,14.7,0.047,51,183,0.998275,3.39,0.6,10.5,0
1412,6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,0
1413,6.8,0.45,0.3,11.8,0.094,23,97,0.997,3.09,0.44,9.6,0
1414,6.1,0.2,0.4,1.9,0.028,32,138,0.9914,3.26,0.72,11.7,0
1415,5.8,0.28,0.66,9.1,0.039,26,159,0.9965,3.66,0.55,10.8,0
1416,8.6,0.36,0.26,11.1,0.03,43.5,171,0.9948,3.03,0.49,12,0
1417,5.8,0.28,0.66,9.1,0.039,26,159,0.9965,3.66,0.55,10.8,0
1418,5.9,0.3,0.29,1.1,0.036,23,56,0.9904,3.19,0.38,11.3,0
1419,6.4,0.3,0.33,5.2,0.05,30,137,0.99304,3.26,0.58,11.1,0
1420,6.9,0.29,0.32,5.8,0.04,16,112,0.993,3.04,0.58,11.2,0
1421,5.9,0.42,0.36,2.4,0.034,19,77,0.99184,3.25,0.48,10.9,0
1422,5.8,0.34,0.21,7.2,0.041,48,146,0.99441,3.16,0.49,9.8,0
1423,5.8,0.27,0.2,7.3,0.04,42,145,0.99442,3.15,0.48,9.8,0
1424,7.1,0.33,0.18,6.3,0.094,27,166,0.99474,2.9,0.49,9.5,0
1425,7.3,0.28,0.37,1.2,0.039,26,99,0.99198,3.01,0.62,10.8,0
1426,6.4,0.62,0.12,4.7,0.06,33,196,0.99556,3.22,0.48,8.9,0
1427,8.3,0.49,0.23,6.65,0.034,6,158,0.99344,3.05,0.48,11.2,0
1428,6.5,0.51,0.25,1.7,0.048,39,177,0.99212,3.28,0.57,10.5666666666667,0
1429,6.5,0.51,0.25,1.7,0.048,39,177,0.99212,3.28,0.57,10.6,0
1430,6.7,0.61,0.21,1.65,0.117,40,240,0.9938,3.11,0.57,9.3,0
1431,5.7,0.695,0.06,6.8,0.042,9,84,0.99432,3.44,0.44,10.2,0
1432,5.6,0.695,0.06,6.8,0.042,9,84,0.99432,3.44,0.44,10.2,0
1433,6.1,0.38,0.47,1.4,0.051,59,210,0.99309,3.24,0.5,9.6,0
1434,8,0.23,0.41,1.1,0.048,35,150,0.99168,3.09,0.47,11.2,0
1435,6.4,0.31,0.53,8.8,0.057,36,221,0.99642,3.17,0.44,9.1,0
1436,5.9,0.44,0.33,1.2,0.049,12,117,0.99134,3.46,0.44,11.5,0
1437,4.9,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.4666666666667,0
1438,4.9,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.4666666666667,0
1439,4.7,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.5,0
1440,7.2,0.26,0.32,10.4,0.062,23,114,0.9966,3.23,0.49,10.5,0
1441,6,0.36,0.32,1.1,0.053,26,173,0.99414,3.38,0.54,8.8,0
1442,6.8,0.3,0.33,12.8,0.041,60,168,0.99659,3.1,0.56,9.8,0
1443,6.8,0.3,0.33,12.8,0.041,60,168,0.99659,3.1,0.56,9.8,0
1444,6.6,0.27,0.32,1.3,0.044,18,93,0.99044,3.11,0.56,12.25,0
1445,6.8,0.32,0.43,1.6,0.05,4,65,0.99346,3.27,0.47,10.7,0
1446,7.9,0.3,0.6,1.85,0.048,13,106,0.99331,3.24,0.49,11.85,0
1447,6,0.32,0.46,1.5,0.05,56,189,0.99308,3.24,0.49,9.6,0
1448,6,0.14,0.37,1.2,0.032,63,148,0.99185,3.32,0.44,11.2,0
1449,5,0.24,0.19,5,0.043,17,101,0.99438,3.67,0.57,10,0
1450,6.1,0.26,0.25,2.9,0.047,289,440,0.99314,3.44,0.64,10.5,1
1451,6.1,0.34,0.24,18.35,0.05,33,184,0.99943,3.12,0.61,9.3,0
1452,6,0.14,0.37,1.2,0.032,63,148,0.99185,3.32,0.44,11.2,0
1453,6.4,0.28,0.45,8.6,0.057,47,223,0.99654,3.16,0.51,9.1,0
1454,5.8,0.3,0.09,6.3,0.042,36,138,0.99382,3.15,0.48,9.7,0
1455,5.6,0.3,0.1,6.4,0.043,34,142,0.99382,3.14,0.48,9.8,0
1456,6.4,0.31,0.31,12.9,0.045,55,161,0.99546,3.02,0.59,10.2,0
1457,6.4,0.31,0.31,12.9,0.045,55,161,0.99546,3.02,0.59,10.2,0
1458,6,0.32,0.3,7.3,0.174,46,159,0.99519,3.18,0.49,9.4,0
1459,5.9,0.32,0.19,14.5,0.042,37,115,0.99684,3.16,0.43,10.3,0
1460,7.3,0.35,0.67,8.3,0.053,10,100,0.9959,3.19,0.5,10.9,0
1461,5.4,0.375,0.4,3.3,0.054,29,147,0.99482,3.42,0.52,9.1,0
1462,5.8,0.36,0.5,1,0.127,63,178,0.99212,3.1,0.45,9.7,0
1463,5.8,0.36,0.5,1,0.127,63,178,0.99212,3.1,0.45,9.7,0
1464,6.4,0.23,0.35,10.3,0.042,54,140,0.9967,3.23,0.47,9.2,0
1465,6.4,0.23,0.35,10.3,0.042,54,140,0.9967,3.23,0.47,9.2,0
1466,5.9,0.32,0.26,1.5,0.057,17,141,0.9917,3.24,0.36,10.7,0
1467,6.7,0.5,0.36,11.5,0.096,18,92,0.99642,3.11,0.49,9.6,0
1468,5.6,0.34,0.25,2.5,0.046,47,182,0.99093,3.21,0.4,11.3,0
1469,6.6,0.38,0.29,2.4,0.136,15,93,0.99336,3.18,0.6,9.5,0
1470,6.4,0.33,0.44,8.9,0.055,52,164,0.99488,3.1,0.48,9.6,0
1471,6.4,0.33,0.44,8.9,0.055,52,164,0.99488,3.1,0.48,9.6,0
1472,6.2,0.23,0.38,1.6,0.044,12,113,0.99176,3.3,0.73,11.4,0
1473,5.2,0.25,0.23,1.4,0.047,20,77,0.99001,3.32,0.62,11.4,0
1474,6.4,0.35,0.51,7.8,0.055,53,177,0.99502,3.12,0.45,9.6,0
1475,6,0.41,0.23,1.1,0.066,22,148,0.99266,3.3,0.47,9.63333333333333,0
1476,6,0.42,0.41,12.4,0.032,50,179,0.99622,3.14,0.6,9.7,0
1477,5.9,0.54,0,0.8,0.032,12,82,0.99286,3.25,0.36,8.8,0
1478,5.5,0.32,0.13,1.3,0.037,45,156,0.99184,3.26,0.38,10.7,0
1479,6.5,0.33,0.38,8.3,0.048,68,174,0.99492,3.14,0.5,9.6,0
1480,6.8,0.22,0.36,1.2,0.052,38,127,0.9933,3.04,0.54,9.2,0
1481,6.5,0.23,0.38,1.3,0.032,29,112,0.99298,3.29,0.54,9.7,0
1482,6.6,0.32,0.36,8,0.047,57,168,0.9949,3.15,0.46,9.6,0
